Id,SalePrice
1461,118288.219812
1462,155848.967046
1463,184309.300173
1464,195591.557877
1465,207209.456073
1466,181111.246018
1467,178734.504276
1468,168930.088889
1469,205232.6212
1470,116645.5066
1471,179671.63467
1472,114940.615095
1473,104790.053574
1474,154603.169128
1475,127239.153562
1476,355351.337773
1477,257179.902616
1478,301027.452469
1479,301772.824701
1480,422801.326871
1481,298447.760107
1482,228897.559152
1483,183673.313644
1484,182810.614968
1485,201905.396139
1486,207031.845563
1487,318447.9246
1488,237421.69471
1489,212949.740048
1490,244476.897273
1491,208585.133009
1492,105259.287766
1493,219947.161329
1494,273490.286828
1495,259899.434685
1496,244569.773438
1497,182687.625873
1498,179221.721945
1499,170159.211466
1500,159092.982313
1501,198402.285228
1502,154201.738969
1503,278016.083173
1504,242974.942781
1505,219514.366989
1506,192912.247133
1507,245830.06922
1508,204050.513034
1509,165086.739666
1510,141483.979132
1511,147659.624507
1512,169727.039635
1513,168403.280187
1514,142163.087184
1515,214495.752582
1516,158832.815008
1517,180534.655829
1518,127607.106622
1519,214599.282393
1520,129869.616447
1521,134449.553265
1522,189880.763873
1523,116814.177131
1524,136825.920849
1525,120711.526493
1526,105227.862445
1527,111700.661325
1528,146222.23608
1529,153090.580729
1530,217281.014044
1531,140674.827034
1532,104191.70889
1533,144157.51583
1534,144857.676246
1535,151075.642326
1536,111440.735535
1537,40370.7072349
1538,183940.086757
1539,228213.893773
1540,131382.419186
1541,144501.13406
1542,153032.405667
1543,202561.300354
1544,92119.706437
1545,134050.237749
1546,146665.785818
1547,144978.723118
1548,163144.676745
1549,131713.638272
1550,146718.670023
1551,121558.973173
1552,156269.502283
1553,169602.906641
1554,133864.46522
1555,162997.545686
1556,88093.2043906
1557,97066.2003935
1558,117633.483977
1559,86350.3454653
1560,122003.465925
1561,130702.866301
1562,141949.262648
1563,133552.567644
1564,150232.934786
1565,147029.784517
1566,246293.980537
1567,76309.4509615
1568,232086.165144
1569,122366.440476
1570,154759.113786
1571,106567.311604
1572,147978.147599
1573,254513.533844
1574,139368.678542
1575,244699.317524
1576,223209.350398
1577,206742.584166
1578,155921.667462
1579,130066.555558
1580,204965.522024
1581,167581.141176
1582,132403.817037
1583,257964.684298
1584,234108.81681
1585,141635.734052
1586,63173.605755
1587,132004.831481
1588,166351.251609
1589,103839.744921
1590,136370.607287
1591,90766.8819489
1592,141533.695177
1593,144730.370087
1594,157348.407628
1595,110898.762561
1596,225114.949862
1597,205600.758198
1598,219618.463257
1599,199967.004928
1600,192602.261386
1601,59549.3964457
1602,141370.518123
1603,98920.3082512
1604,273211.700619
1605,229848.19554
1606,159237.037979
1607,182564.196916
1608,207092.959771
1609,200389.762355
1610,149936.52475
1611,137490.756102
1612,189522.909597
1613,176058.130849
1614,153500.841176
1615,99195.6191114
1616,73631.6253157
1617,95981.7392518
1618,137936.390515
1619,145029.702261
1620,189192.536882
1621,134374.347891
1622,165021.645278
1623,266801.211195
1624,204836.154514
1625,131142.326726
1626,175230.006562
1627,192742.920483
1628,275937.889154
1629,197503.690787
1630,328506.413788
1631,231001.900681
1632,241233.404197
1633,201732.875433
1634,191139.758148
1635,184186.348121
1636,157322.23551
1637,190458.428334
1638,194485.429583
1639,192329.851763
1640,257425.710763
1641,190351.60313
1642,258884.687844
1643,226949.28553
1644,243307.11754
1645,208944.503559
1646,168496.241896
