Id,SalePrice
1461,115574.269985
1462,174544.168864
1463,195934.014437
1464,199578.351605
1465,170449.719995
1466,185347.845579
1467,181713.719776
1468,169823.405133
1469,184834.30894
1470,121700.390225
1471,188164.958609
1472,137289.843709
1473,135370.366542
1474,156301.962893
1475,107001.213527
1476,288093.22033
1477,229036.217988
1478,269486.082811
1479,257211.925517
1480,406361.908597
1481,287114.024519
1482,203686.230423
1483,191801.69329
1484,168571.531196
1485,170530.465311
1486,200138.645221
1487,288254.088141
1488,233292.256456
1489,179185.918565
1490,205346.357249
1491,202765.869204
1492,100856.040188
1493,214143.667554
1494,277604.825513
1495,260582.393627
1496,206302.404327
1497,187397.814449
1498,151716.705884
1499,145001.149361
1500,159811.687
1501,231699.671891
1502,131428.754369
1503,209808.567555
1504,216582.317884
1505,213692.577676
1506,222186.67586
1507,266221.569301
1508,209636.441898
1509,169358.079413
1510,160819.149533
1511,146207.971746
1512,196452.967976
1513,182576.97303
1514,213601.340971
1515,272968.001066
1516,172462.512019
1517,163362.139676
1518,183019.896915
1519,239942.682423
1520,141444.536605
1521,146537.266841
1522,207017.390802
1523,132076.055372
1524,120981.525139
1525,113064.539281
1526,114824.184151
1527,99005.1544696
1528,141361.723191
1529,137247.970449
1530,205720.219346
1531,192117.919169
1532,87603.4783792
1533,153032.569547
1534,121647.737694
1535,166437.251446
1536,115163.104485
1537,81304.649256
1538,132378.896192
1539,180692.077911
1540,178884.535303
1541,129823.34312
1542,160500.116394
1543,183250.223835
1544,75150.0461455
1545,97529.2696673
1546,111933.486214
1547,152978.678036
1548,137349.636818
1549,102964.669408
1550,133411.50621
1551,102490.779999
1552,159819.535417
1553,144498.902149
1554,106969.530178
1555,200973.481342
1556,98238.7275622
1557,124815.906286
1558,82910.2633086
1559,144914.868498
1560,133517.112961
1561,218440.009706
1562,119477.016091
1563,117550.476018
1564,170088.313328
1565,152086.409213
1566,210332.758987
1567,75148.5197747
1568,239044.782906
1569,159089.037894
1570,126965.054733
1571,157528.687307
1572,148890.205024
1573,217979.536665
1574,156884.873203
1575,201807.695438
1576,220021.739725
1577,182691.309674
1578,116912.039472
1579,142794.136655
1580,189093.077257
1581,153243.216218
1582,113120.968226
1583,281147.154257
1584,235546.668769
1585,143215.578082
1586,77777.1052586
1587,115849.949627
1588,155836.221737
1589,112855.538308
1590,137503.173172
1591,111878.557735
1592,145582.10421
1593,90570.8699714
1594,231301.141448
1595,145174.705372
1596,220028.761008
1597,228973.796456
1598,192217.192087
1599,144516.133421
1600,161098.881882
1601,56022.6452178
1602,97768.0885516
1603,75860.7665164
1604,233062.001847
1605,212219.716186
1606,175246.346203
1607,244541.850679
1608,199352.720683
1609,177608.068279
1610,175805.75767
1611,155656.127636
1612,197406.975653
1613,197350.961331
1614,124500.507846
1615,116258.066974
1616,108675.852858
1617,110087.026769
1618,116790.576406
1619,135386.80736
1620,250449.178905
1621,145885.650603
1622,164085.526547
1623,236447.979721
1624,214850.233425
1625,104917.889005
1626,203804.31291
1627,194793.132565
1628,254910.919121
1629,189563.675715
1630,320580.884691
1631,201868.428554
1632,223816.294811
1633,170965.773704
1634,187984.832591
1635,167307.34102
1636,164793.76756
1637,206927.445143
1638,235551.290304
1639,222226.032295
1640,293355.431432
1641,220251.093864
1642,210345.654403
1643,210787.595132
1644,212017.141853
1645,210094.161754
1646,152571.33096
1647,152838.550318
1648,145527.186361
1649,141550.258695
1650,118016.11346
1651,124351.33236
1652,128472.073766
1653,123444.096433
1654,159033.25976
1655,130805.396245
1656,151665.08298
1657,160473.909581
1658,157495.415233
1659,113085.71619
1660,153324.306576
1661,353888.421338
1662,288928.165664
1663,298316.479662
1664,376255.516137
1665,263584.362464
1666,256482.973277
1667,295323.966281
1668,256632.603446
1669,224187.365632
1670,266119.49728
1671,265263.628158
1672,351181.243355
1673,267261.533574
1674,247896.264358
1675,207475.41384
1676,194799.511262
1677,206930.779957
1678,366438.917669
1679,316965.401413
1680,273080.427094
1681,234369.217116
1682,254858.511224
1683,203799.277124
1684,175667.071753
1685,175824.771427
1686,175009.456413
1687,168950.271148
1688,203694.659026
1689,196893.217788
1690,175953.336709
1691,164600.664848
1692,215419.098051
1693,165216.633032
1694,175807.253816
1695,166018.817766
1696,271580.172239
1697,165916.205468
1698,301925.601607
1699,301678.548755
1700,248666.013803
1701,266001.218584
1702,247832.009513
1703,246947.99586
1704,244094.981931
1705,221408.71038
1706,330261.233972
1707,201475.772283
1708,205608.653496
1709,227702.914154
1710,214402.025465
1711,216681.015171
1712,261514.978003
1713,232078.854706
1714,217733.173188
1715,186881.697144
1716,178329.689192
1717,172818.532776
1718,167113.871171
1719,208125.421049
1720,228907.10895
1721,174845.391617
1722,164672.915476
1723,163871.659391
1724,210004.50172
1725,227845.516668
1726,187087.190481
1727,174329.41829
1728,175841.456974
1729,161442.423764
1730,192134.179821
1731,118733.272618
1732,108432.75408
1733,110622.209034
1734,131026.548453
1735,115492.886705
1736,113095.779442
1737,269816.977609
1738,225659.534151
1739,301525.241649
1740,246091.513271
1741,192489.172593
1742,196380.854435
1743,174041.986933
1744,258244.70209
1745,225835.827444
1746,264639.517883
1747,226776.555472
1748,269986.225781
1749,180668.871625
1750,159628.67271
1751,266276.107527
1752,108119.13723
1753,192325.809159
1754,225105.546839
1755,191602.319055
1756,106567.107065
1757,102900.949062
1758,165043.153739
1759,202319.035922
1760,178354.886245
1761,163144.613005
1762,194800.415853
1763,190244.170372
1764,112140.820195
1765,200238.35816
1766,172723.292162
1767,209205.307806
1768,150076.218498
1769,163090.147289
1770,128412.518151
1771,138297.110476
1772,167162.042387
1773,140765.52412
1774,246451.489635
1775,125293.952983
1776,128576.249231
1777,85957.6770062
1778,123662.474201
1779,152347.430572
1780,147092.509151
1781,138457.818436
1782,94308.0504016
1783,132647.705646
1784,82653.7654904
1785,107473.446639
1786,200470.864319
1787,141413.743951
1788,61679.7406839
1789,78727.8086377
1790,56117.4763823
1791,267828.762912
1792,180746.036981
1793,129231.618478
1794,118713.839103
1795,136582.740601
1796,137687.915876
1797,112759.294608
1798,121116.697504
1799,84023.1946893
1800,136406.589547
1801,146318.944404
1802,160250.737301
1803,199873.090016
1804,130871.51208
1805,125352.9809
1806,130516.759972
1807,153647.614791
1808,113356.6802
1809,119480.886185
1810,139190.69101
1811,143841.536274
1812,115598.496496
1813,126716.487726
1814,78844.1634465
1815,62304.2397165
1816,73514.9836386
1817,117641.573421
1818,159198.011151
1819,106440.998256
1820,66915.5175795
1821,127917.706062
1822,124004.379372
1823,61991.3040926
1824,153010.51112
1825,157936.118058
1826,122445.712661
1827,103028.73637
1828,150545.220352
1829,105172.344784
1830,146184.469538
1831,175663.562964
1832,174851.404551
1833,167514.378024
1834,117268.388252
1835,159495.672793
1836,150974.450153
1837,83167.5068806
1838,110075.864242
1839,82614.0438386
1840,163744.084177
1841,147423.168021
1842,98100.1706969
1843,142721.134731
1844,134800.520805
1845,182780.766261
1846,139603.376031
1847,259589.359814
1848,73027.8962469
1849,160137.343331
1850,124176.751787
1851,149878.790331
1852,135756.956937
1853,146531.107099
1854,151152.008056
1855,180667.849965
1856,222823.431172
1857,169740.061177
1858,222896.776827
1859,188251.474531
1860,171225.167333
1861,185851.459534
1862,291202.974721
1863,289454.070766
1864,289470.595139
1865,248804.510625
1866,260939.288729
1867,212752.992398
1868,272322.835844
1869,188897.159879
1870,196096.990926
1871,216956.710717
1872,170796.04432
1873,203080.767195
1874,145345.423677
1875,199703.385062
1876,209248.623237
1877,207085.3619
1878,215046.484289
1879,131503.407158
1880,124163.424001
1881,227169.148298
1882,254900.833338
1883,192609.353083
1884,216665.869729
1885,225093.275507
1886,258522.766906
1887,205067.123902
1888,230227.638059
1889,168725.434964
1890,140426.17065
1891,157880.132046
1892,103441.441485
1893,153401.537996
1894,195455.300991
1895,192339.906009
1896,123963.111013
1897,120157.827892
1898,117423.469338
1899,124830.042145
1900,102262.544126
1901,141214.221999
1902,169997.598992
1903,217055.197983
1904,126796.62427
1905,191912.744472
1906,157541.627642
1907,242501.604059
1908,120701.541914
1909,134025.176499
1910,131505.327995
1911,243052.93397
1912,293863.910129
1913,186947.558205
1914,51437.1368986
1915,234731.739905
1916,78829.9206728
1917,230952.340869
1918,133723.219565
1919,173713.910129
1920,206449.158043
1921,286301.583129
1922,248410.157276
1923,248614.623355
1924,219910.651775
1925,228185.425504
1926,288147.289024
1927,142221.649923
1928,185481.212443
1929,108375.345578
1930,161071.78641
1931,131131.702007
1932,152243.573979
1933,172650.910385
1934,183956.86901
1935,177143.215903
1936,189193.815349
1937,194634.710279
1938,189026.807073
1939,216075.373649
1940,170478.7493
1941,187923.470704
1942,197018.937617
1943,173637.016742
1944,277836.680278
1945,274160.339006
1946,174550.083967
1947,243176.609597
1948,184357.351356
1949,222532.766633
1950,179377.871467
1951,280038.388364
1952,247810.396718
1953,188878.469699
1954,234954.525647
1955,135291.4929
1956,288310.474153
1957,185959.565607
1958,280044.656558
1959,179145.234998
1960,123319.554786
1961,111142.457161
1962,122477.715809
1963,138668.123061
1964,147401.608982
1965,149876.722687
1966,132471.47309
1967,242583.626401
1968,358157.374271
1969,292592.043404
1970,332740.487959
1971,332089.123546
1972,288435.227849
1973,235096.895161
1974,266518.220027
1975,356483.548213
1976,248765.3236
1977,347408.467426
1978,323960.758465
1979,273123.643111
1980,198434.329097
1981,283885.405779
1982,195633.862723
1983,196727.573445
1984,184354.996744
1985,209652.458271
1986,215339.141323
1987,181757.344395
1988,178775.872161
1989,197211.979827
1990,226835.826116
1991,205588.286268
1992,248116.828462
1993,168815.182974
1994,246966.479089
1995,187145.282856
1996,307227.307799
1997,273962.485359
1998,289264.583175
1999,231825.887505
2000,292420.251375
2001,262837.042191
2002,223519.478056
2003,239724.026347
2004,235454.935726
2005,202307.425377
2006,201132.855938
2007,247088.301113
2008,195145.036773
2009,197254.557576
2010,202437.890455
2011,179703.989828
2012,170230.993805
2013,178422.121854
2014,197449.346128
2015,197928.174519
2016,188162.69853
2017,193930.946458
2018,125272.418092
2019,115950.920312
2020,108939.083395
2021,104839.870788
2022,193816.977356
2023,172285.118809
2024,301458.169575
2025,342034.855161
