Id,SalePrice
1461,120680.054089
1462,169882.55626
1463,179040.385598
1464,180403.112266
1465,160964.588599
1466,170630.482919
1467,163126.489759
1468,153429.598198
1469,174568.434114
1470,120610.59365
1471,173489.450163
1472,131448.782884
1473,133042.695326
1474,156282.306196
1475,106694.445441
1476,268053.843953
1477,207300.412392
1478,246757.929286
1479,240337.839866
1480,388635.354457
1481,270577.955701
1482,184024.028134
1483,172715.663003
1484,148457.426439
1485,149090.515567
1486,179108.609136
1487,275490.20914
1488,213569.973155
1489,156585.00189
1490,185947.923593
1491,180362.818909
1492,131196.76787
1493,207123.330114
1494,264461.962057
1495,249977.710166
1496,189831.645454
1497,169610.434126
1498,130305.284161
1499,124455.217081
1500,137033.305222
1501,206468.340837
1502,111406.230229
1503,186377.254875
1504,197429.060864
1505,195289.15218
1506,232334.305757
1507,255986.532616
1508,210385.360035
1509,172394.112208
1510,165772.492031
1511,151962.643356
1512,201141.949584
1513,191954.318268
1514,222335.275611
1515,287907.205829
1516,186310.687545
1517,159256.068571
1518,199542.434368
1519,215945.995003
1520,151298.346384
1521,157285.467345
1522,216735.468643
1523,144100.403597
1524,136077.252105
1525,123440.761009
1526,128495.377442
1527,125232.509708
1528,146435.71189
1529,147938.012589
1530,201427.535929
1531,230453.269324
1532,117643.874078
1533,167217.984736
1534,137136.147132
1535,175822.332997
1536,143943.504985
1537,107862.37083
1538,166002.863232
1539,225897.664941
1540,222614.212754
1541,155834.1111
1542,172035.581116
1543,210357.17879
1544,101042.268033
1545,116532.7081
1546,133282.275123
1547,170377.056399
1548,151531.441953
1549,116570.004199
1550,161259.706121
1551,132598.694428
1552,191132.333717
1553,168319.201032
1554,131673.233597
1555,215208.35272
1556,128808.928551
1557,163433.831419
1558,101710.587834
1559,184056.741225
1560,174160.700513
1561,230421.268239
1562,117663.446462
1563,117820.308855
1564,171656.781089
1565,153439.130772
1566,203316.337067
1567,100781.749384
1568,231096.244088
1569,176915.780869
1570,137805.684657
1571,169477.344987
1572,155020.286709
1573,197284.041175
1574,165378.781981
1575,191794.650924
1576,203108.439107
1577,159221.946854
1578,153977.826609
1579,127884.130075
1580,174423.679943
1581,143753.594827
1582,113221.898241
1583,264756.964116
1584,219206.217479
1585,121275.278228
1586,85871.5206603
1587,127865.60319
1588,156924.402193
1589,127942.184217
1590,138608.204255
1591,122145.143575
1592,169620.91739
1593,110071.155532
1594,238818.847617
1595,171970.304947
1596,236319.534622
1597,239884.665217
1598,177847.91333
1599,134858.390437
1600,152920.533054
1601,73187.3289043
1602,123099.215929
1603,118208.212803
1604,215523.040788
1605,198095.079366
1606,172334.934981
1607,252995.81668
1608,177293.480585
1609,155314.967484
1610,152687.861031
1611,161941.165395
1612,180364.308222
1613,179549.170964
1614,123252.529339
1615,116571.866403
1616,111207.710386
1617,110667.950936
1618,113079.176185
1619,122311.230785
1620,245336.702504
1621,132750.050235
1622,162059.788624
1623,225596.486567
1624,202092.301108
1625,115755.812861
1626,202616.946006
1627,177760.9561
1628,235271.682628
1629,174908.850975
1630,312528.081313
1631,189470.681017
1632,216653.792497
1633,152045.057054
1634,172820.279751
1635,153120.78775
1636,152919.410348
1637,203234.666022
1638,231472.398211
1639,220061.033315
1640,290821.122988
1641,219275.9828
1642,192983.480836
1643,195244.220935
1644,192427.498981
1645,208939.281293
1646,151662.683885
1647,153066.868534
1648,149367.001629
1649,142293.340663
1650,117123.545207
1651,118102.117862
1652,124229.396192
1653,120526.66703
1654,158873.058649
1655,132337.524557
1656,152060.339016
1657,158963.563664
1658,155729.210001
1659,110531.827494
1660,151202.479969
1661,332872.180924
1662,270660.623525
1663,277521.471121
1664,359742.993583
1665,240315.05196
1666,238969.621038
1667,276349.052485
1668,235354.505024
1669,203618.439839
1670,245033.299404
1671,245784.412598
1672,337055.427515
1673,248405.429049
1674,225308.80071
1675,187150.767367
1676,175089.501619
1677,185615.129099
1678,348995.735507
1679,300655.534318
1680,253831.357636
1681,210687.209656
1682,236251.671291
1683,186387.619908
1684,153255.958396
1685,154112.152645
1686,156362.09231
1687,147448.489524
1688,181096.666223
1689,173898.564972
1690,156331.001163
1691,143007.86633
1692,197900.848502
1693,144916.681647
1694,158358.965316
1695,149292.303752
1696,254070.386189
1697,149323.582128
1698,286967.418111
1699,289306.050223
1700,229651.634556
1701,251765.035896
1702,226987.447951
1703,225140.986452
1704,225075.570203
1705,198149.269226
1706,318280.31545
1707,181441.410322
1708,183200.598895
1709,205731.8045
1710,193805.700974
1711,193536.698803
1712,242275.720003
1713,213433.622735
1714,200081.550111
1715,167712.323436
1716,157072.784391
1717,150247.765173
1718,147826.092028
1719,187200.150803
1720,208145.029626
1721,152124.551388
1722,144945.963223
1723,144685.847991
1724,189035.556348
1725,213541.175143
1726,174075.179166
1727,167723.187618
1728,160678.912415
1729,151319.428889
1730,189940.705986
1731,126315.990381
1732,114843.126293
1733,116318.778686
1734,135184.216604
1735,117614.945901
1736,119754.896981
1737,267971.948735
1738,206410.031217
1739,289337.943655
1740,227912.193743
1741,170876.951009
1742,176470.184964
1743,156824.08818
1744,248001.901284
1745,222373.425625
1746,268289.95202
1747,227755.545025
1748,272042.103479
1749,181504.611716
1750,162916.892931
1751,259791.666986
1752,111499.205817
1753,199697.454768
1754,224705.248954
1755,192922.893539
1756,114913.680922
1757,111658.284857
1758,177176.07393
1759,219323.579946
1760,180143.798183
1761,170002.837748
1762,199762.994137
1763,203051.077503
1764,124144.518012
1765,207815.037185
1766,182418.798671
1767,208349.651143
1768,159078.565841
1769,172013.723118
1770,131217.498724
1771,150649.530464
1772,179931.529439
1773,152392.524459
1774,260177.898943
1775,138418.919017
1776,142576.864033
1777,103074.419699
1778,131350.57528
1779,163692.086391
1780,156613.96401
1781,154714.012422
1782,102903.470675
1783,142995.340339
1784,115056.191348
1785,136777.294362
1786,223605.544609
1787,171809.194372
1788,79671.496993
1789,109712.211171
1790,95642.3203379
1791,272818.715594
1792,186842.768837
1793,132530.795727
1794,121371.883315
1795,147479.883445
1796,148058.884426
1797,126094.885524
1798,132041.923224
1799,96201.4146534
1800,148998.532649
1801,156218.887319
1802,166029.180662
1803,204990.354367
1804,127660.406082
1805,132927.728505
1806,147544.804961
1807,192364.101343
1808,143444.036215
1809,148539.878102
1810,160623.212381
1811,179845.009813
1812,150035.917091
1813,139647.088636
1814,108814.708545
1815,80416.5833302
1816,101713.624258
1817,154450.521144
1818,204766.187552
1819,131523.241364
1820,103075.682264
1821,154976.576398
1822,152692.88573
1823,102370.186465
1824,184308.960786
1825,179772.352086
1826,147566.950282
1827,125473.551303
1828,172286.157788
1829,134404.393539
1830,182297.731312
1831,208210.95936
1832,209837.701729
1833,197529.743244
1834,144020.286314
1835,196230.255387
1836,181135.229983
1837,111773.67738
1838,142560.066982
1839,91184.5311995
1840,156310.110552
1841,147085.835239
1842,121406.510667
1843,145486.201549
1844,133239.200097
1845,186820.332339
1846,149390.813379
1847,276969.936723
1848,86810.8723818
1849,174693.614809
1850,136675.882445
1851,169070.504298
1852,146264.054578
1853,140429.920924
1854,140289.143298
1855,176719.819051
1856,206555.331583
1857,220052.278592
1858,222908.188247
1859,190506.402316
1860,167858.245311
1861,187922.825345
1862,275588.492805
1863,273914.477979
1864,273930.294769
1865,226545.219559
1866,238185.457956
1867,190974.493449
1868,251384.789757
1869,167060.661046
1870,171771.817852
1871,197297.661707
1872,148613.544889
1873,190008.612016
1874,130039.387405
1875,186773.43619
1876,191656.463777
1877,189537.772354
1878,197413.008137
1879,126250.289134
1880,119540.682037
1881,209990.183929
1882,234331.87638
1883,174408.178996
1884,197307.864453
1885,208312.353689
1886,242215.355444
1887,189321.800193
1888,209468.3185
1889,143956.557219
1890,148585.238188
1891,139661.110015
1892,112331.814197
1893,169344.650885
1894,211711.224522
1895,206731.74745
1896,144057.777504
1897,141364.925019
1898,136806.593464
1899,152754.963686
1900,127040.399547
1901,161570.930878
1902,175234.111865
1903,243525.582173
1904,140979.614379
1905,203158.460447
1906,167130.35322
1907,259058.723265
1908,113194.937748
1909,126654.415986
1910,125997.170465
1911,230639.532417
1912,299124.015075
1913,216678.753738
1914,76773.0451725
1915,216214.436949
1916,113339.690138
1917,213455.839238
1918,128671.47894
1919,170741.145868
1920,199671.245659
1921,268215.152018
1922,226838.652546
1923,240407.467013
1924,209983.831702
1925,209806.441033
1926,267891.242688
1927,142984.512937
1928,186194.198959
1929,107589.73919
1930,145850.175365
1931,117752.381554
1932,137086.397607
1933,170815.85106
1934,169368.030207
1935,158986.652426
1936,172832.401388
1937,178775.923384
1938,176795.406307
1939,208014.74834
1940,160992.374852
1941,172831.428981
1942,184605.487203
1943,166416.315718
1944,258007.086289
1945,255971.622247
1946,190569.750224
1947,225278.458662
1948,201593.486479
1949,216354.151182
1950,172140.236391
1951,280505.610288
1952,244021.086471
1953,183857.654668
1954,231222.307705
1955,137933.009075
1956,289038.729279
1957,186986.541043
1958,261657.385268
1959,180907.662388
1960,125126.917458
1961,111816.154743
1962,118872.044298
1963,131366.279556
1964,146590.461458
1965,151710.748999
1966,132614.835843
1967,219844.018628
1968,339147.763164
1969,271639.913845
1970,315291.005882
1971,312512.79075
1972,267862.565778
1973,213007.695527
1974,246463.624141
1975,339626.437125
1976,227039.06143
1977,326507.11899
1978,308267.640784
1979,254901.614188
1980,180939.71824
1981,261759.801374
1982,176966.155033
1983,177895.128733
1984,165926.170604
1985,191576.608497
1986,199921.881917
1987,159963.780339
1988,158571.40457
1989,177400.859541
1990,205593.452185
1991,184330.121804
1992,226206.218754
1993,148163.145935
1994,231435.19511
1995,170878.150154
1996,284884.577037
1997,257902.616292
1998,275461.117126
1999,218041.010882
2000,276966.67203
2001,246237.757522
2002,205302.879938
2003,218775.072247
2004,210211.115821
2005,184104.246451
2006,179193.589877
2007,225857.56083
2008,170294.010255
